4.420416534145488e-06,4.4271302179765826e-06,4.532342986252047e-06,4.479188476125273e-06,4.449453065547004e-06,4.443816253640875e-06,4.523567138647877e-06,4.549627563577019e-06,4.484643554292234e-06,4.464237793655457e-06,4.44635485763456e-06,4.424317168627567e-06,4.472569305136176e-06,4.480047026689249e-06,4.478606047797484e-06,4.433273804949067e-06,4.449609404488797e-06,4.4886773071795005e-06,4.474628296335936e-06,4.481974272607658e-06,4.479156066494738e-06,4.47054470775754e-06,4.408884246132061e-06,4.415235322241529e-06,4.479438995730334e-06,4.493356536627857e-06,4.427980682564225e-06,4.507135468401202e-06,4.451222137547006e-06,4.456558562182522e-06,4.477649902412395e-06,4.479614561958556e-06
4.532227569242764e-06,4.493181274156655e-06,4.5281908569450025e-06,4.53049203485989e-06,4.542700104082087e-06,4.552424226034191e-06,4.495662352610452e-06,4.5009329827649935e-06,4.534817779955347e-06,4.5891798716724e-06,4.522000580209351e-06,4.540230133187606e-06,4.503950103540433e-06,4.457949401626138e-06,4.519197631225325e-06,4.530390929957662e-06,4.512927185729154e-06,4.52987326049481e-06,4.522540068663261e-06,4.52293279984417e-06,4.511962982789441e-06,4.510109862465583e-06,4.490497985898401e-06,4.502203704959129e-06,4.477673034131158e-06,4.534510468445774e-06,4.502443573528581e-06,4.502924927152208e-06,4.499373229549519e-06,4.48307208245069e-06,4.506706694940021e-06,4.480859800537473e-06
4.568221314116272e-06,4.527890563821302e-06,4.521828522285887e-06,4.504959349560522e-06,4.472494079976741e-06,4.481965881097949e-06,4.5156937567014666e-06,4.483351714767991e-06,4.460247254201022e-06,4.483598692317514e-06,4.5405330499903584e-06,4.529702607669606e-06,4.530938538138685e-06,4.5033326721011235e-06,4.482908417813292e-06,4.452692779821632e-06,4.5078852846103246e-06,4.485377319340955e-06,4.481774688258611e-06,4.502569183273408e-06,4.514195556026834e-06,4.476963592736638e-06,4.515633605706171e-06,4.5651564022364255e-06,4.472859437498755e-06,4.545116789600456e-06,4.503547911482997e-06,4.493064148292092e-06,4.511259675155088e-06,4.473891022982457e-06,4.608525603799762e-06,4.566584442144972e-06
4.522229064107819e-06,4.5241030282028305e-06,4.493821839091083e-06,4.46505596940483e-06,4.488619200770927e-06,4.4724068608559264e-06,4.521128600387669e-06,4.481894103847139e-06,4.502483825774561e-06,4.488737548768995e-06,4.530871766661448e-06,4.484902039081362e-06,4.470026246039538e-06,4.473785736536229e-06,4.493773255731526e-06,4.481550384127786e-06,4.585316741412271e-06,4.568129089221884e-06,4.491074005130713e-06,4.4868772892669995e-06,4.5138504027875115e-06,4.519856108942122e-06,4.5620287476566546e-06,4.509800261232044e-06,4.499626770737564e-06,4.516607390314675e-06,4.471377044623637e-06,4.486402435333048e-06,4.486239655321356e-06,4.46639276141525e-06,4.513353911050899e-06,4.516262450238173e-06
4.5178326111283695e-06,4.519247406520321e-06,4.510130859003425e-06,4.4966211856234395e-06,4.5448069752040965e-06,4.562955108866618e-06,4.547305023194781e-06,4.519725006701947e-06,4.486788391488972e-06,4.485600188175454e-06,4.508624755317214e-06,4.4866418154043686e-06,4.539418030802267e-06,4.517274719617603e-06,4.566303283937145e-06,4.532524810585414e-06,4.474635620255185e-06,4.491227812764009e-06,4.5598056335194315e-06,4.563722045602958e-06,4.47235736089624e-06,4.495779448276949e-06,4.543174256355087e-06,4.5068430178929475e-06,4.468908141319616e-06,4.451091735191426e-06,4.509517486539494e-06,4.502596375743906e-06,4.500425873743552e-06,4.474687377964415e-06,4.519492096122235e-06,4.473774200874914e-06
4.5260588379392175e-06,4.524405303740764e-06,4.545373260000929e-06,4.549383881169433e-06,4.47741445874783e-06,4.516552520428263e-06,4.49575210481612e-06,4.511008604879407e-06,4.47675656189972e-06,4.450687347556936e-06,4.501376466237161e-06,4.496887513028014e-06,4.517061217512719e-06,4.487674102549022e-06,4.479043120397819e-06,4.48747512749037e-06,4.473081572697879e-06,4.474700897816319e-06,4.5469847105295e-06,4.5221990045973826e-06,4.492683165935318e-06,4.481957793345259e-06,4.50149227937402e-06,4.502052826538261e-06,4.544426696284631e-06,4.528824890215333e-06,4.561826720816953e-06,4.565218016949757e-06,4.479845490124035e-06,4.482781127634894e-06,4.495989685437962e-06,4.490367615517243e-06
4.511601989776182e-06,4.526993775400001e-06,4.47694647220942e-06,4.4864200141603305e-06,4.495019714667592e-06,4.476901887429108e-06,4.556695405000255e-06,4.554550354640696e-06,4.490646087873529e-06,4.480217683067167e-06,4.486842376749678e-06,4.472319764303734e-06,4.519117219103919e-06,4.5374207147119705e-06,4.4983412781363086e-06,4.5037528373370606e-06,4.526683778038887e-06,4.53219677787331e-06,4.502147216811636e-06,4.503108796072297e-06,4.498678773501297e-06,4.475684905358435e-06,4.56256137049138e-06,4.517545409754575e-06,4.481553100177393e-06,4.487355347748689e-06,4.5072852490335436e-06,4.474903686713105e-06,4.490562011127963e-06,4.487769409422526e-06,4.53322177129678e-06,4.521959503733797e-06
4.5182524122111545e-06,4.5308201901406164e-06,4.555867432642913e-06,4.503366026753497e-06,4.526763550671831e-06,4.5662260443890546e-06,4.521632048337665e-06,4.486959655380929e-06,4.5491783460249735e-06,4.5483728019490854e-06,4.5089189146807485e-06,4.494043670533188e-06,4.517644926593789e-06,4.501665191725124e-06,4.519768586064288e-06,4.51691650482644e-06,4.552724732320712e-06,4.535209715328392e-06,4.572588471418726e-06,4.585584960636879e-06,4.517834289785583e-06,4.5276676932104465e-06,4.471171966002885e-06,4.470971068926133e-06,4.479518310063213e-06,4.499703674554212e-06,4.488275603620195e-06,4.4636496596695e-06,4.4990990293314326e-06,4.477423614090981e-06,4.497765717204061e-06,4.494139739463776e-06
4.526938964133365e-06,4.585213012830991e-06,4.571371734485297e-06,4.542444610677876e-06,4.487975495237606e-06,4.501940857437603e-06,4.554856017691122e-06,4.501577421933689e-06,4.524811888728664e-06,4.469277770979829e-06,4.472673431621388e-06,4.467076964331795e-06,4.535013916395769e-06,4.489007539021372e-06,4.544185454591343e-06,4.5200958549429515e-06,4.5622678825907315e-06,4.488546416325789e-06,4.517764802258739e-06,4.490343597396418e-06,4.505120177356048e-06,4.495085235589613e-06,4.506290405714708e-06,4.495670044235567e-06,4.481411650658629e-06,4.471129699368248e-06,4.5317863470728525e-06,4.527382658991996e-06,4.496530394249021e-06,4.506653716873643e-06,4.512137939727268e-06,4.4840717468019875e-06
4.475778473178593e-06,4.4942051378171755e-06,4.5653904710007964e-06,4.551086364656953e-06,4.495083038236203e-06,4.479440795179812e-06,4.544423644503581e-06,4.44379449504595e-06,4.508091185684293e-06,4.494867340554265e-06,4.538780457252756e-06,4.502766968172978e-06,4.50604690449552e-06,4.510629578291514e-06,4.502281097273908e-06,4.489111937289181e-06,4.503017608570303e-06,4.4988640439669325e-06,4.550323668084388e-06,4.565091888508732e-06,4.491768432757226e-06,4.4751504510998075e-06,4.525467863558674e-06,4.516739990023666e-06,4.530296875415729e-06,4.49284655879012e-06,4.585327360473457e-06,4.532580900828975e-06,4.525086334083994e-06,4.485034576617863e-06,4.477080535636446e-06,4.4653919974990686e-06
