2.8532690522775628e-08,2.8536548131452566e-08,2.8552543163140598e-08,2.8543481113418867e-08,2.853762769150503e-08,2.8550979615238337e-08,2.8567430497561386e-08,2.8553606749859295e-08
3.184270095518693e-08,3.184172964187937e-08,3.1842175007845697e-08,3.184783935877844e-08,3.183573555470831e-08,3.1840090515544706e-08,3.183640217424566e-08,3.1841094969009553e-08
3.184459614752333e-08,3.1835521455136906e-08,3.1835669760116314e-08,3.184216595258915e-08,3.1842280388827415e-08,3.1842552900007703e-08,3.184543442835697e-08,3.1837269778844934e-08
3.18373410690409e-08,3.183602953482634e-08,3.183651614557803e-08,3.183884048074681e-08,3.184216546686658e-08,3.1841251135755755e-08,3.184183001297969e-08,3.184175730031047e-08
3.185236072816844e-08,3.1845614194281335e-08,3.1835549356429294e-08,3.184227920227656e-08,3.184366011849127e-08,3.184210253109887e-08,3.1839112756004706e-08,3.183614850216232e-08
3.183723187166754e-08,3.184195161015646e-08,3.1841936351528766e-08,3.1848939180401103e-08,3.183713292997936e-08,3.183533453521292e-08,3.183567356956907e-08,3.1841843127489167e-08
3.184078287837844e-08,3.183601927914115e-08,3.185602092531381e-08,3.184354734064865e-08,3.184096693947813e-08,3.184244370263434e-08,3.1839804882916045e-08,3.183926009647786e-08
3.184389758131845e-08,3.183552575031223e-08,3.183960223251958e-08,3.1840825316653554e-08,3.1846060753737415e-08,3.1841633794937874e-08,3.1842228645495574e-08,3.1842708587970225e-08
3.1841700789958516e-08,3.1837242370214014e-08,3.184200573352891e-08,3.1836322786360505e-08,3.183594941835732e-08,3.184828615415691e-08,3.1838844061216065e-08,3.1847398759832224e-08
3.183857154309688e-08,3.18373889959811e-08,3.183869480560819e-08,3.183525013744637e-08,3.18415877831324e-08,3.1835237508659464e-08,3.184188556576428e-08,3.184043526754943e-08
3.1839734550287435e-08,3.1846246723032934e-08,3.184179258458597e-08,3.1841813567801136e-08,3.184862351623963e-08,3.184117245563778e-08,3.1838032009401385e-08,3.1855651137779883e-08
3.184220934149273e-08,3.183697700609445e-08,3.183553433372399e-08,3.184167218089895e-08,3.1837694883241063e-08,3.184180831505845e-08,3.18417162914475e-08,3.183713841864444e-08
3.183922099581071e-08,3.1846378326094715e-08,3.183623194930041e-08,3.184793782168294e-08,3.18377418526139e-08,3.1835971352200954e-08,3.1847994089173604e-08,3.1839684958012704e-08
3.1841738468152414e-08,3.183725380551117e-08,3.183564138697914e-08,3.183576774423713e-08,3.185246873205205e-08,3.185876083777739e-08,3.183892965247237e-08,3.1838841202391777e-08
3.1864348409849086e-08,3.187327194537071e-08,3.1879791972944105e-08,3.186458086973376e-08,3.1877030376437077e-08,3.188210201399144e-08,3.1870161058822344e-08,3.188423633448956e-08
3.183544993595744e-08,3.184381008186632e-08,3.1864362239064636e-08,3.18515250702367e-08,3.184376740766881e-08,3.18354558964673e-08,3.184257221788833e-08,3.183610224749556e-08
3.183653855126645e-08,3.184357070390442e-08,3.184125613869826e-08,3.183530664779832e-08,3.184301471809148e-08,3.1840300798724464e-08,3.1841360569051513e-08,3.183614254165246e-08
3.183567356956907e-08,3.184712028814207e-08,3.1844685312309995e-08,3.183531284423058e-08,3.183986282268014e-08,3.183576702953106e-08,3.183548093199651e-08,3.1837753294849946e-08
3.184012675044867e-08,3.183953094232361e-08,3.1840763803359096e-08,3.183631968467493e-08,3.183741689033459e-08,3.184256863741908e-08,3.184981704068557e-08,3.183596682804213e-08
3.184143996387556e-08,3.184395003241747e-08,3.183615827212494e-08,3.184174322823363e-08,3.1845613715497656e-08,3.1845798248442136e-08,3.1841271876109634e-08,3.184230971259305e-08
3.184462141897493e-08,3.183735752115835e-08,3.185553074103176e-08,3.197140741040272e-08,3.184267830663723e-08,3.183834290654275e-08,3.1835892914944264e-08,3.1849272254247385e-08
3.1847110747162954e-08,3.18467416743351e-08,3.186158371165648e-08,3.1915781975588864e-08,3.18519484954205e-08,3.190116214940586e-08,3.186395311494117e-08,3.185333775912458e-08
3.185090399066004e-08,3.1849651097037857e-08,3.184605741612945e-08,3.184541201572966e-08,3.1848551275415193e-08,3.184205984996247e-08,3.18419406397652e-08,3.184237122588751e-08
3.1836286544517645e-08,3.1864353419730485e-08,3.186223554441092e-08,3.1843917606966254e-08,3.184379387261016e-08,3.1851267817684104e-08,3.185232925334569e-08,3.186039757713255e-08
