2.8564294800162314e-08, 2.8558715299004688e-08, 2.856105410028249e-08, 2.8547146197524852e-08, 2.854604659951292e-08, 2.8550693098804914e-08, 2.8545827299240045e-08, 2.854441760282498e-08, 2.855611109989695e-08, 2.8553802898386492e-08, 2.8559356398181988e-08, 2.8552617598325014e-08, 2.8548266299185342e-08, 2.8552734697586857e-08, 2.8544763100217096e-08, 2.8545544401276856e-08, 2.857712759869173e-08, 2.8574873498291707e-08, 2.8550719399936498e-08, 2.853962669905741e-08
3.183642779767979e-08, 3.1836107998969964e-08, 3.18384474987397e-08, 3.184318949934095e-08, 3.1836826499784366e-08, 3.1843176900292744e-08, 3.183585620136e-08, 3.1838108800002374e-08, 3.183700089866761e-08, 3.183611089771148e-08, 3.1836474299780094e-08, 3.1835609700647184e-08, 3.183692889870145e-08, 3.1837237600120714e-08, 3.183567709929775e-08, 3.183584389917087e-08, 3.183810120099224e-08, 3.1838628099649216e-08, 3.183571850240696e-08, 3.183921640156768e-08
3.1836080300854516e-08, 3.185968690086156e-08, 3.184421470214147e-08, 3.183610839769244e-08, 3.183534179988783e-08, 3.1836838100571184e-08, 3.1836129698785955e-08, 3.183856349787675e-08, 3.1835676298942416e-08, 3.1838364899158475e-08, 3.183568649983499e-08, 3.1835735400090923e-08, 3.184133289905731e-08, 3.1838646502001214e-08, 3.183764689892996e-08, 3.183534059789963e-08, 3.1835961499018594e-08, 3.183881560107693e-08, 3.18359839002369e-08, 3.183587490057107e-08
3.1838463200256227e-08, 3.183584630023688e-08, 3.183851030189544e-08, 3.1836677598766984e-08, 3.1835780598339624e-08, 3.183636400208343e-08, 3.184119130019098e-08, 3.1835870401118884e-08, 3.183852400106844e-08, 3.1835753002087584e-08, 3.183866030012723e-08, 3.183651999861468e-08, 3.1838491401867944e-08, 3.183695279876702e-08, 3.1836337002459916e-08, 3.183569870016072e-08, 3.183580670156516e-08, 3.183864229940809e-08, 3.183598809991963e-08, 3.184219810063951e-08
3.1836742599261926e-08, 3.1836106401169675e-08, 3.18355088995304e-08, 3.1838847801554947e-08, 3.1835782999405636e-08, 3.183546809887048e-08, 3.18366770981811e-08, 3.1835523701738565e-08, 3.1836577999638397e-08, 3.183711899910122e-08, 3.183535090065561e-08, 3.183570810069796e-08, 3.183818149846047e-08, 3.1836324700270777e-08, 3.183603450015653e-08, 3.1835745400167074e-08, 3.18359047989361e-08, 3.183628080005292e-08, 3.183862089936156e-08, 3.183590340195224e-08
3.183600489865057e-08, 3.183705180126708e-08, 3.183556019794196e-08, 3.183929449878633e-08, 3.1836333198589275e-08, 3.183585620136e-08, 3.1836410498362965e-08, 3.183579739998095e-08, 3.183588329993654e-08, 3.183689869765658e-08, 3.1835656100884077e-08, 3.1836318701971326e-08, 3.183822959836107e-08, 3.183583770005498e-08, 3.183669930149335e-08, 3.183569160173647e-08, 3.1843065199791455e-08, 3.1836857702000995e-08, 3.183916480047628e-08, 3.183615589805413e-08
3.1838574798894114e-08, 3.1847464002203195e-08, 3.183528480003588e-08, 3.183897259877995e-08, 3.183624280209187e-08, 3.183568569947965e-08, 3.183894599787891e-08, 3.1835994400898926e-08, 3.1835711799794805e-08, 3.1837073402130046e-08, 3.183563709899317e-08, 3.1836064299568536e-08, 3.1838055897969755e-08, 3.183895849797409e-08, 3.183566539955791e-08, 3.1835612101713195e-08, 3.183654359891079e-08, 3.1835446998593396e-08, 3.183907509956043e-08, 3.1835656100884077e-08
3.183593600115273e-08, 3.1835533399134876e-08, 3.183771780168172e-08, 3.183923539763782e-08, 3.1838885697652584e-08, 3.1835698301438245e-08, 3.1836542300879955e-08, 3.183674979954958e-08, 3.184030189877376e-08, 3.1836107300478035e-08, 3.183533209958114e-08, 3.1836655200459064e-08, 3.183977160078939e-08, 3.184000480105169e-08, 3.187011799891479e-08, 3.183582790079527e-08, 3.183698020002339e-08, 3.183586540108081e-08, 3.183870920038316e-08, 3.183553609997034e-08
3.1837110800552184e-08, 3.183580240001902e-08, 3.183826029999181e-08, 3.1838890799554067e-08, 3.1839439598843455e-08, 3.183702389942482e-08, 3.1839170499006286e-08, 3.183947659854312e-08, 3.184316539845895e-08, 3.1837435901979914e-08, 3.183701489761006e-08, 3.183670099824667e-08, 3.183651730068959e-08, 3.184453879948705e-08, 3.183826570166275e-08, 3.183894899848383e-08, 3.1837751300190575e-08, 3.1836717599071564e-08, 3.183772189950105e-08, 3.18392560002394e-08
3.186256009794306e-08, 3.1856943800812586e-08, 3.1859476998215544e-08, 3.18582111998694e-08, 3.1839773399406114e-08, 3.184052490105387e-08, 3.1839597699581644e-08, 3.1838226297986697e-08, 3.184653329954017e-08, 3.1844118601293305e-08, 3.1842866202350705e-08, 3.184202979900874e-08, 3.1890798898530194e-08, 3.1876538399956186e-08, 3.1844903400633485e-08, 3.184432740090415e-08, 3.18463420990156e-08, 3.1844110699603335e-08, 3.1843174999812616e-08, 3.184787200007122e-08
